N	S	Text	Imperative
30	М1	Угм.	
30	М2	Пиздец просто.	
30	М1	Понятно. Ну, так-то с пониманием относятся, нет? Чё мусора, чё, агрессивно настроены?	относятся, нет
30	М2	Контора-то?	
30	М1	Да.	
30	М2	Да вообще нормально отнеслись, блядь, хули, там получается, они же пыть-яховские, эти гондоны.	получается
30	М1	Ну.	
30	М2	Они пошли, заяву в (Пыть-Яхе) написали. Те там с них показания, как им удобно было, сняли, короче. Понял? И отпра-, и отправили в район.	пошли, написали
30	М1	Ну, хули. Угу.	
30	М2	В районе, хули, опа, в-, рота в ружьё. Понял, они тут приехали на двух тачках человек семь оперов, короче.	
30	М1	(нрзб.)	
30	М2	Принимать там, там, хули, один пиздюк-малолетка взял, они у них телефоны забрали, он взял с его карты на свою карту, на него зарегистрирована, перевёл там четыре рубля, четыре писят.	писят
30	М1	(Усмехается)	усмехается
30	М2	Пиздюк-малолетка, семнадцатилетний, блядь. Чеченец. Ну и всё, ну и вот тебе, пожалуйста, блядь. Статья на ровном месте, ёбаный в рот.	пожалуйста
30	М1	Да.	
30	М2	Я заскочил, этих там, блядь, ну, сразу, сука, хули, короче, холода им надул, блядь, терпилам этим охуевшим. Нормально, нормально. Порешали, слава богу. Как, на скока можно было, порешали, на хуй. Даже адвоката не пришлось тянуть.	порешали. можно, было, порешали
30	М1	Ну, дай бог, дай бог. 	дай, дай
30	М2	Ну а чё, эти с пониманием, они грят, да мы понимаем, хули, да. Мы г-, это, с, хули, рожи солевые, грят, сами заебались с этой солью, люди мрут, так её, на хуй, грит, а нас ебут. 	грят, понимаем. грят, заебались, мрут
30	М1	Логично.	
30	М2	Такая.	
30	М1	Слушай, вот смотри. Я вот о чём подумал. Отсюда, блядь, все ломятся туда, блядь. А туда, блядь, откуда оно идёт?	смотри. ломятся. идёт
30	М2	Дак вот, братан. Базаров нет.	нет
30	М1	А?	
30	М2	Базаров нет. Хуй его знает, куда, ну, а, откуда идёт эта, блядь, вот там в вашу сторону ездят за закладками. На этот, в сторону, блядь, (Сентябрьского) ездят, блядь, за закладками, блядь. (Сингапай), откуда оно идёт, хуй его знает. Если бы мы словили этого закладчика, я бы, блядь, не знаю, скока, ёбана в рот. Счастливый был бы. В том-то и дело, видишь, какая хуйня. Они, понимаешь, братан, они делают локацию, ты знаешь, как вот они делают? Он приезжает один раз, пидорас вот этот, понимаешь, и двести-триста грузов разлаживает, вот в один поворот поворачивает. 	нет. знает, идёт, ездят. ездят. сингапай, идёт, знает. не, знаю. видишь. понимаешь, делают, знаешь, делают. приезжает, понимаешь, разлаживает, поворачивает
30	М1	Угу.	
30	М2	И двести-триста грузов всяких раскладывает, короче, и всё. Вот он съебался. Месяц-два он уже хуярит, банчит. Понимаешь, какая хуйня? Бабки уже ему летят, короче. Всё. Я поэтому сказал, ну, уже не словили вы закладчика, вставайте там, на хуй, и глушите просто, кто при-, будет приезжать за этой хуйнёй. Перестанут ездить, перестанут здесь ложить. Вот и всё. Вот от чего я оттолкнулся. Понимаешь? Потому что это большая проблема, они сделали большую локацию, братан. Ещё бы неделю-две, к нам бы сюда омон приехал, ёбана в рот, понимаешь? Мне менты и так вчера все говорят, да мы уже знаем, что вас тут положили, короче. Уже там сами думали, чё делать, понял, в (Пыть-Яхе)? 	раскладывает. хуярит, банчит. понимаешь. летят. вставайте, глушите, будет, приезжать. перестанут, ездить, перестанут, ложить. понимаешь. понимаешь. говорят, знаем, положили
30	М1	Собаки, блядь. Чё тя, (Серёга) приколол?	
30	М2	А били в первую очередь кого, блядь, ёбаный? Би-, в первую очередь били бы, блядь, меня вон, (Игната), блядь, и так далее. Правильно?	очередь. очередь, били
30	М1	Да, конечно, бля. Чё тя, (Серёга) приколол тебя, нет вчера на разговор?	нет
30	М2	Чё ты гришь, (Серёга)? Да, да.	гришь
30	М1	Понятно, понятно.	
30	М2	Ну, он грит, нормально там всё, всё порешал он, блядь. Я грю, ну, лезет, лезет, заебись. Если лезет, заебись, нет – на хуй. Не лезет, на хуй, блядь, на хуй они те нужны, торчки. Лезет, базаров нет, берите, чё можно, на хуй. Ну, с умом всё чтобы было. Всё.	лезет, лезет. лезет, нет. не, лезет. лезет, нет, берите, можно
30	М1	Да, конечно, бля.	
30	М2	Я им тоже говорю, ну, приезжают вот эти торчки тут конченые, которые у матери спиздил пятьсот рублей, поехал на закладку. Ну, на чё ты его нагрузишь? Тока на заявление. А приезжают такие тут, братан. Я их тут каких только не видел. Тут дамы приезжали какие-то даже с портфелями, с папками, представляешь?	говорю, приезжают, матери, спиздил, поехал. нагрузишь. приезжают. представляешь
30	М1	Да ты чё?	
30	М2	Соли-, солидные такие. Да, и с детьми, на хуй, приезжают, братан, и так далее. Мастера какие-то, начальники цехов там, понимаешь, какая хуйня? 	приезжают. понимаешь
30	М1	Да ну. Да ты что, бля. Именно за этим дерьмом?	
30	М2	Да я те грю, бра-. Да, братан, я тебе грю, ту-, тут, тут (Серый) их тут нахлобучил. Они привозили тут и по сто писят, и по двести, на следующий день привозили. Понимаешь, какая хуйня? Они ещё такие, ещё на м-, на рабочих машинах, блядь, и так далее, и так далее.	писят, день, привозили. понимаешь
30	М1	Собаки бешеные.	
30	М2	Вот. Я поэтому и с-, ну, поэтому такой и подход.	
30	М1	Ясно, ясно. Ладно тогда, (Юр)! Как-нибудь будет возможность, заскочу, бля. 	будет, заскочу
30	М2	Да в любое время, братан.	
30	М1	Ага. (нрзб.)	
30	М2	(нрзб.)	
30	М1	Угу. Хорошо тогда. (нрзб.)	
30	М2	Давай, давай, семье самые добрые пожелания! С праздником!	
30	М1	Давай, спасибо! Ты тоже (нрзб.).	
30	М2	(нрзб.). берегите себя, не болейте!	берегите, не, болейте
30	М1	Давай. Давай, береги себя, на связи!	береги
30	М2	Давай.	
30	М1	Давай.	
31	М1	Алё!	
31	М2	Ты, короче, пока они на тебя не поедут, значит, мы отсюда не поедем.	не, поедут, не, поедем
31	М1	Я ничё и не говорю.	не, говорю
31	М2	Ты-то, тэ-, ты стоишь так, что они через тебя в любом случае поедут. Прально?	стоишь, поедут
31	М1	Ну я вот на берегу.	
31	М2	Да мне вот, не вот, на берегу, не на берегу. Здесь одна дорога. Они в любом случае должны проехать через тебя. Ты мне начинаешь берегу, не берегу.	начинаешь
31	М1	Дак я и говорю, я на берегу.	говорю
31	М2	Хоть на тополе, блядь!	
31	М1	(нрзб.)	
31	М2	Ты мне скажи так, ты мне так скажи – одна дорога, и они поедут в любом случае через тебя, и ты увидишь. Правильно?	скажи, скажи, поедут, увидишь
31	М1	Я говорю, я ебу, что ли, одна или пять дорог. Я на берегу стою. Через берег они не проедут, если это одна дорога. (нрзб.)	говорю. стою. не, проедут
31	М2	Я не знаю, где здесь берег. Я знаю, что сюда идёт одна дорога. Мне не надо там берег, блядь, суша. 	не, знаю. знаю, идёт. не, надо, суша
31	М1	Так ты чё, блядь, по-русски не понимаешь?	не, понимаешь
31	М2	Дак ты сам по-русски не понимаешь! Скажи, я стою так, что я их в любом случае увижу, блядь.	не, понимаешь. скажи, стою, увижу
31	М1	Я стою так – вот дома, домов нету. Я стою на берегу. Я ебу, там есть ещё дорога или нету? Я вот стою на берегу. Вот берег, после меня, тут, где поворот, там поворот тока в озеро.	стою, нету. стою. нету. стою
31	М2	Да мне по хую, ещё раз говорю, блядь, где ты стоишь. Ты знаешь, ты можешь стоять там, где, блядь, с этих, с двадцатиэтажек заезжаешь на берег – это, дак это вообще другое, на хуй, место. Ты можешь, блядь, на (Шарташе) на берегу стоять. 	говорю, стоишь. знаешь, можешь, стоять, заезжаешь. можешь, стоять
31	М1	Ну да, на (Шарташе) [стою на берегу].	стою
31	М2	Ну! Дак вот я о чём и говорю, блядь. 	говорю
31	М1	Во-от! Ну не на (Шарташе), я на (Верхне-Исетском).	
31	М2	Ну вот я и говорю, тут можно с берега тут пять мест, на хуй, и пять дорог до берега, блядь. Те говорил, либо едь навстречу, либо стой так, чтоб, блядь, через тебя проехали. 	говорю, можно. едь, стой
31	М1	Вот они, пидорасики, вот они! Да, («Лада Веста»).	
31	М2	(«Лада Гранта») или («Веста»), чё?	
31	М1	(«Лада Веста») белая.	
31	М2	Белая?	
31	М1	Да-а.	
31	М2	Ну.	
31	М1	Вот они, пидорасики. Поехали через ме-, мне щас чё делать? Они вот через меня проехали. Скажи, чтоб (нрзб.).	скажи
31	М2	Ну, через тебя проехали. Пиздуй, значит, щас они чуть дальше уедут, едь за ними. Чтобы мы доехали до, а, нормальных домов.	пиздуй, уедут, едь
31	М1	Это докуда примерно?	
31	М2	Где дома большие начинаются, чтоб мы там машину кинули. 	начинаются
31	М1	Всё, понял, понял. (Кислый), тока не ори, пожалуйста! Ты когда орёшь, у меня глаз начинается дёргаться, блядь! Я ему объясняю, на берегу, что мимо меня не проедут, а он грит, берег на (Шарташе) есть, блядь. 	не, ори, пожалуйста. орёшь, начинается, дёргаться. объясняю, не, проедут, есть
31	М2	Не отключайся, блядь.	не, отключайся
31	М1	Я и не отключаюсь.	не, отключаюсь
31	М2	Там далеко ещё до домов?	
31	М1	До домов?	
31	М2	Да.	
31	М1	Да нет. Вот тут. 	нет
31	М2	Да.	
31	М1	Подожди, они вроде хотят меня поймать, не пойму.	подожди, хотят, поймать, не, пойму
31	М2	Стой, стой, стой, стой!	стой, стой, стой, стой
31	М1	Это они? Да-а, они хотят меня поймать.	хотят, поймать
31	М2	Хотят тебя поймать?	хотят, поймать
31	М1	Да.	
31	М2	Скажи, к тёлке приезжал.	скажи, приезжал
31	М1	Ага. Ладно.	
31	М2	Там кусачки у тя ещё сзади, ёбаный в рот.	
31	М1	Короче, ладно. Давай!	
31	М2	В смысле, скажи, со стр-.	скажи
32	М2	Алё!	
32	М1	Проехали, братан, мимо меня.	
32	М2	Уехали?	
32	М1	Да, да, да. Я тут типа адрес ищу, по квартирам хожу. Понял, блядь? По домам, типа адрес ищу.	ищу, хожу. ищу
32	М2	Зачем?	
32	М1	Давай. А?	
32	М2	Зачем?	
32	М1	Зап-, заблудился, братан. Ищу, ку-, как мне проехать. Адрес дома смотрю, чтобы дальше ехать мне. Зачем? Затем! Если заблудился, блядь.	ищу, проехать. смотрю
32	М2	Да?	
32	М1	Ага.	
32	М2	Ну они если поедут, мы успеем [на этом]?	поедут, успеем
32	М1	Они ща на этом, напротив (Нарека) повернули направо.	
32	М2	Я не знаю, где (Нарек). А!	не, знаю, нарёк
32	М1	Ну.	
32	М2	Ты можешь встать на этом где-то перекрёстке, блядь. 	можешь, встать
32	М?	(нрзб.) Тут на перекрёстке (нрзб.).	
32	М1	Щас вот давайте быстрее дуйте, пока не выехали где-нибудь с той... 	давайте, дуйте, не, выехали
32	М2	Мы там.	
32	М1	А?	
32	М2	Мы там, ну если чё, можем где-то возле домов тачку бросить?	можем, бросить
32	М1	Возле домов? Да, братан.	
32	М2	Возле первого дома.	
32	М1	Да, да, да.	
32	М?	Ну всё, поехали.	
32	М2	(Рома), поехали! Ты не отключайся, бля.	не, отключайся
32	М1	Да я не отключаюсь. Кусачки выкинул. 	не, отключаюсь
32	М2	(Рома)!	
32	М?	Чё? 	
32	М1	Кусачки, говорю, выкинул!	говорю, выкинул
32	М2	Я грю, поехали!	
32	М?	(нрзб.).	
32	М2	(Усмехается) Там (Рома) пиздец, я, грит, спрятался. Я грю, поехали. Он грит, я, грит, спрятался. (Смеётся) 	усмехается, спрятался. смеётся
32	М1	Ну вы хули прикалываетесь? Пока они тут катаются, надо быстрее машину скинуть. Вы тут, блядь, (нрзб.) создайте, блядь, (Рому) прятайте, блядь. 	прикалываетесь. катаются, надо, скинуть. создайте, прятайте
32	М2	Мы пока (Рому) в сугроб закапываем, да, чтоб его не видно было. (Смеётся) Я те клянусь, блядь, тут такое, тут такое происходит!	закапываем, было. смеётся, клянусь, происходит
32	М1	Ладно, давайте быстрее, братан!	давайте
32	М2	Ты бы видел, блядь! (Смеётся) У меня маленько (нрзб.).	смеётся
32	М1	Вы тока выезжаете, что ли?	выезжаете
32	М2	Угу. 	
32	М1	Ёбаный в рот!	
32	М2	Ну а хули, пока (Рому) раскопали из сугроба, блядь. (Смеётся) Я грю, поехали, а он грит, я, грит, спрятался, блядь. Артист, на хуй!	смеётся, поехали, спрятался
32	М?	Там машина, спроси, выезжала ещё какая-нить?	спроси, выезжала
32	М2	А ещё какая-нить машина выезжала, нет?	нет
32	М1	Такси проезжало.	
32	М2	Такси, да, да, да.	
32	М1	Ну просто, парни, давайте быстрее, пока они (нрзб.).	давайте
32	М2	Ты любые фары видишь, на хуй, в нашу сторону тут же газуй, блядь, скажи нам. 	видишь, газуй, скажи
32	М1	Так я уже к домам подъехал, (Слава). Я ж тоже не могу возле них крутиться, блядь. Я возле первого дома, короче, у первого дома стою. 	не, могу, крутиться. стою
32	М2	А тя-то чё, тормозили?	
32	М1	Конечно! У меня документы проверили.	
32	М2	А-а.	
32	М1	Чё, грит, катаешься? Я грю, дружище, зап-, заблудился, говорю, блядь. И, ну, там типа в машине никого не было, я типа пошёл, хули, понял, чтоб на дома адрес смотреть, где я нахожусь, блядь.	катаешься. говорю. нахожусь
32	М2	А чё, они сказали, чё в машине никого?	
32	М1	Нет, они проверили, там ничё не сказали. Даже фары не-, фонарик не включили. Просто так глазом ёбнул, и всё.	нет, проверили, не, сказали
32	М2	Ага.	
32	М1	Ну я кусачки-то скинул уже, как бы. Вот.	
32	М2	Понял, понял. 	
32	М1	Просто тоже, как бы, тут ещё два раза прокручусь, на хуй, увидят, там уже доебутся до меня. А хуль ты (нрзб.).	прокручусь, увидят, доебутся. хуль
32	М2	Ты, главное, стой на этом перекрёстке, блядь. 	стой
32	М1	Н-ну вот, я уже стою.	стою
32	М2	Чтоб. В смысле уже, блядь?	
32	М1	Ну первый дом который, я возле него стою. Который вот.	стою
32	М2	Ты встань там, куда они повернули, блядь.	встань
32	М1	Я вот стою там, куда они повернули. Первый дом проехали, вот там перед (Нареком) направо уходит дорога, правильно?	стою. уходит
32	М2	Ну.	
32	М1	Ну вот, я перед этой дорогой стою. Которые машины поедут, я буду говорить, что машина едет к те навстречу. Всё. Как те ещё сказать? Тока вы там шевелитесь, по-братски, пока они тут не приехали, ещё круг сделали. Надо вот машин-.	стою. поедут, буду, говорить, едет. шевелитесь, не, приехали, сделали. надо
32	М2	Я думаю, может, к этим домам лучше подъедем. Вот здесь.	думаю, может, лучше, подъедем
32	М?	К таунхаусам?	
32	М2	Ну вот первые вот эти вот.	
32	М?	(нрзб.). А?	
32	М2	А по утру уехать отсюдова, нет?	нет
32	М?	Ну, (нрзб.).	
32	М2	Ну.	
32	М?	(нрзб.).	
32	М2	Вот здесь где-нибудь паркануть-.	
32	М?	Здесь вообще нету. (нрзб.).	нету
32	М2	Дак, блядь, так-то мы уже уехали отсюдова.	
32	М?	(нрзб.).	
32	М2	Куда-нибудь вон туда бы. Нет?	нет
32	М?	(нрзб.).	
32	М1	Лучше в город заехать, братан, чем там где-то в (нрзб.).	лучше, заехать
32	М2	Мы едем, едем, блядь. 	едем, едем
32	М1	Как к пруду ехать, возле пруда где-нибудь выкинуть можно машину же? Блядь!	можно
32	М2	Чё?	
32	М1	Да ноги замёрзли.	
32	М?	Чё, давай там уйдём (нрзб.).	давай, уйдём
32	М2	Ты первый светофор стоишь или нет?	стоишь, нет
32	М1	Да, да, да, братан, даже до первого не доехал. Чуть подальше стою. Тут напротив дома деревянные, я стою, братан. Я тоже, блядь, чё ты на меня тут. Ну вы, пиздец, едете, я того в рот ебал, блядь!	стою. стою. едете
32	М2	Ты уже нас должен видеть, блядь.	
32	М1	Я вас не вижу.	не, вижу
32	М2	Да сзади, блядь. Вон, я тебя вижу, а он нас не видит. Блядь, вот они. Стой!	вижу, не, видит. стой
32	М?	(нрзб.) чё делать-то?	
32	М2	Они туда поехали. Едь, едь, едь! Нормально всё. Да.	едь, едь, едь
32	М?	Чё, направо?	
32	М2	Едь спокойно, спокойно едем.	едь, едем
32	М?	Блядь, а мы-то чё, куда?	
32	М2	Едь, едь, блядь. (Обращается к диктору «М1») Ты долбоёб? Они здесь стоят.	едь, едь. обращается, долбоёб. стоят
32	М1	Как здесь они? Я грю, (нрзб.).	
32	М2	Вот так, на хуй! На сви-, на светофоре, ну. 	
32	М?	Налево, да? Налево?	
32	М2	Давай налево поворачивай и машину кидай где-нибудь. Едь в их сторону, блядь.	давай, поворачивай, кидай. едь
32	М?	Налево, налево?	
32	М2	Да н-, поворачивай! И машину кидай где-то.	поворачивай. кидай
32	М?	Вот здесь вот прямо кинь её. Вот здесь.	кинь
32	М?	Угу.	
32	М2	Едь в их сторону, блядь. Вот здесь кидай. Вот здесь, (Ринат), кидай её! И выходим из машины. Куда они едут? Ты их видишь?	едь. кидай. кидай. выходим. едут. видишь
32	М1	Я их не вижу, братан, вообще. 	не, вижу
32	М2	Как мы, на хуй, мимо них проехали? Ты ёбнулся?	
32	М1	Да ты ёбнулся? Я за ними поехал, братан. Ты гришь, за ними езжай. За ними поехал, вижу, стоит (нрзб.).	гришь, езжай. вижу, стоит
32	М2	Справа, блядь, справа смотрю, они стоят, блядь. Ладно, не едь в их сторону. Разворачивайся где-то.	смотрю, стоят. не, едь. разворачивайся
32	М1	Вас где подобрать?	
32	М2	Первый, блядь, поворот нэ-, налево, на хуй. Частные дома.	
32	М?	Пусть (нрзб.) за нами, на хуй.	пусть
32	М2	Как так они в частные тут без фар поехали, блядь, в ту сторону, где мы были?	
32	М1	Ну они вь-, меня, наверное, заподозрили в чём-то.	
32	М?	(нрзб.) нас, нас забирает, чё, поехали.	забирает, поехали
32	М2	Сзади за тобой никто без фар не едет? Они без фар катаются. (нрзб.).	не, едет. катаются
32	М1	Да я не вижу никого, братан. 	не, вижу
32	М2	Мы, мы мимо них проехали, они без фар поехали уже в другую сторону, блядь. 	
32	М1	Первый светофор налево?	
32	М2	Да лучше, на хуй, второй едь. Мы лучше пешком дойдём, блядь.	лучше, едь. лучше, дойдём
32	М1	Дак я вот, блядь, приехал уже. 	
32	М2	Едь прямо тогда. 	едь
32	М1	Вы чё, машину здесь оставите?	оставите
32	М2	Чё? Остановись там…	остановись
32	М1	Машин-.	
32	М2	…где-нибудь. Чё?	
32	М1	Машину-то здесь оставите?	оставите
32	М2	А хули делать, блядь? Они, видишь, курят. Нам просто повезло фантастически, блядь. 	видишь, курят
32	М1	Мне куда щас ехать?	
32	М2	Остановись где-нибудь справа, блядь. (нрзб.).	остановись
32	М1	Видишь меня?	видишь
32	М?	Пойдём пешком (нрзб.)?	пойдём
32	М2	Щас, если через минуту к тебе не подъедут, бля, то мы подойдём. 	не, подъедут, подойдём
32	М1	Стою.	стою
33	М1	Да, (Кислый). 	
33	М2	Алё!	
33	М1	Угм-м?	
33	М2	Ты чё делаешь? Спишь?	делаешь. спишь
33	М1	Да нет. 	нет
33	М2	А чё делаешь?	делаешь
33	М1	Дома. Ничё не делаю. 	не, делаю
33	М2	Ага. Понятно. 	
33	М1	А ты чё?	
33	М2	Я тоже дома. Ничё не делаю. 	не, делаю
33	М1	Вроде в душе?	
33	М2	Ну. 	
33	М1	Ну-у.	
33	М2	Курить зашёл.	
33	М1	А?	
33	М2	Курить зашёл.	
33	М1	А как же я без сигарет, а ты курить зашёл?	
33	М2	Вот я и хотел у тя на сигареты взять.	
33	М1	Ну это ж надо мне на сигареты.	надо
33	М2	Да? Понятно, на хуй.	
33	М1	Те стыдно щас?	
33	М2	Чё?	
33	М1	Те стыдно щас?	
33	М2	Ни хуя!	
33	М1	Вообще, что ли, не стыдно, на хуй?	
33	М2	Вообще ни хуя.	
33	М1	Чё, машина зашла?	
33	М2	Да.	
33	М1	Нормально всё?	
33	М2	Ну-у, он выгрузился, обратно (нрзб.).	
33	М1	А-а! Ну ладно тогда. 	
33	М2	Чё там, куда чё скинуть-то?	
33	М1	А сколько?	
33	М2	Пятнадцать, братан.	
33	М1	А?	
33	М2	Пятнадцать (нрзб.).	
33	М1	Ты знаешь (нрзб.), (Светлана Петровна Че).	знаешь
33	М2	Короче, чуть-чуть скинул. Семью пять получилось. 	
33	М1	Не понял.	
33	М2	Получилось семью пять за всё.	
33	М1	Ну.	
33	М2	Ну я и спрашиваю, скока куда.	спрашиваю
33	М1	Всё. 	
33	М2	Все (Петровне)?	
33	М1	Все (Светлане Петровне Че). Ладно, давай, спасибо! Ну сёдня едем, нет?	едем, нет
33	М2	Ты хуйню не неси. Ты не понимаешь, что у меня не хватает денег сёдня, блядь.	не, неси. не, понимаешь, не, хватает
33	М1	Всё, понял.	
33	М2	Если ты мне можешь дать, то давай не поедем.	можешь, дать, давай, не, поедем
33	М1	Ты охуел, что ли? У меня у самого не хватает. 	не, хватает
33	М2	Ну тогда больше не задавай мне такие вопросы до двадцать первого числа.	не, задавай
33	М1	Всё. Всё, (Кислый)! Просто мы, (Кислый), каждый день ездием, братан, ты маленько дремлешь. (Усмехается)  	день, дремлешь. усмехается
33	М2	В смысле дремлешь, блядь? Вчера тока.	дремлешь
33	М1	А, ну да, извини, вчера только так было, да. Ничё, ничё. А, бывает, бывает. На старуху тоже бывает проруха.	извини, было. бывает, бывает. бывает
33	М2	Ну ладно, давай!	
33	М1	Давай!	
34	М1	Алё!	
34	М2	(нрзб.)! 	
34	М1	Да, да, друг мой! Э-э, звонил?	мой
34	М2	Да, звонил. Чё-то (Слава)?	
34	М1	Чё, соскучился, что ли?	
34	М2	Ну, соскучился, да.	
34	М1	А, ты по мне соскучился – что случилось? Живот болит, деньги нужны, что-о, что у тя не так? Что случилось?	болит
34	М2	Ну, ты утром сказал, деньги м-, решаемая проблема, нет?	решаемая, нет
34	М1	Деньги? Решаемая. А скока надо?	решаемая. надо
34	М2	Много, мне много не надо.	не, надо
34	М1	Много?	
34	М2	Много не надо, сам знаешь. (Усмехается)	не, надо, знаешь. усмехается
34	М1	А сколько надо?	надо
34	М2	Да не знаю. Чё, где (Слава-то) у нас?	не, знаю
34	М1	Ну позвони, дозвонишься до него-о, (нрзб.). 	позвони, дозвонишься
34	М2	Да не могу дозвониться. У меня на телефоне деньги нету.	не, могу, дозвониться. нету
34	М1	На телефоне денег нету? Это печально, братан! Нечем помочь. 	нету
34	М2	Я-асно.	
34	М1	Ладно, хоть, ладно, хоть телефон есть, блядь. Это уже радует. 	радует
34	М2	(Смеётся)	смеётся
34	М1	(Смеётся)	смеётся
34	М2	Ты представляешь! Чё (нрзб.) завтра? Поедем, нет?	представляешь. поедем, нет
34	М1	Наверное, скорее всего, братка.	
34	М2	А?	
34	М1	Скорее всего. 	
34	М2	А-а!	
34	М1	Ладно, подожди, мне звонят. 	подожди, звонят
34	М2	Ну, звони (Прерывистое звучание), звони.	звони, звони
35	М2	Да, (Артур)!	
35	М1	Алё!	
35	М2	Алло! Привет!	
35	М1	Привет! Чё, вы нормально съездили?	
35	М2	Вот.	
35	М1	А?	
35	М2	Мы везде побыли. [На нашем].	
35	М1	Машина где?	
35	М2	Машина-а возле-э этого, («эМТээС») есть же вот на перекрёстке. 	
35	М1	Ну.	
35	М2	Вот сзади него.	
35	М1	Ты за рулём?	
35	М2	Да-а, я за рулём. Ну я ездил вчера с ними ночью.	
35	М1	А-а. Машина нормально всё?	
35	М2	Всё хорошо. Я тосол доба-авил, колёса подкачал, завёл. 	
35	М1	Ну.	
35	М2	Проверил, всё нормально. 	
35	М1	А, ну взяли чё-нибудь?	чё-нибудь
35	М2	Один взяли, второй не успели. 	
35	М1	Ладно, ладно, понял.	
35	М2	Поздно нашли до-о, (нрзб.)-заряд, эту зарядку, как сказать. (Усмехается)  	нашли, сказать. усмехается
35	М1	Ладно, ладно, понял.	
35	М2	Ты где?	
35	М1	Да вот поехал уже.	
35	М2	Чё, болеешь, что ли?	болеешь
35	М1	Да почему? Поехал в (нрзб.).	
35	М2	Я понял. Просто у тя-э голос такой, как будто болеешь.	болеешь
35	М1	Не, нормально всё.	
35	М2	Ла-адно. Съезди тогда. Приедешь, поговорим.	съезди. приедешь, поговорим
35	М1	Ну давай!	
35	М2	Сёдня приедешь?	приедешь
35	М1	Сёдня приеду, да.	приеду
35	М2	Давай! Вечером поговорим. 	поговорим
35	М1	Давай!	
36	М1	Алё!	
36	М2	Алё! 	
36	М1	Говори!	говори
36	М2	А чё, сегодня-то он может поехать, нет?	может, поехать, нет
36	М1	Да а чё нет-то? Может.	нет-то. может
36	М2	(Говорит в сторону) Так, там куда ехать-то надо?	говорит, ехать-то, надо
36	М?	От (Талицы) полтинник ещё.	
36	М2	(Обращается к диктору «М1») От (Талицы) ещё вот писят километров да-.	обращается, писят
36	М?	В сторону. Вправо. В (Бутках).	
36	М2	(Бутка) село.	
36	М1	А, ну, ну, ну, ну. Понял, понял. Дак без проблем, чё. 	
36	М2	А-а и как тогда сделать его, загрузить?	
36	М1	Как, как – говори, куда ехать, и всё. Отправлю.	говори. отправлю
36	М2	Ну давай я щас тогда подумаю и...	давай, подумаю
36	М1	Да. Давай, давай, давай определяйся.	давай, определяйся
36	М2	Давай, ну. 	
37	М1	Алё!	
37	М2	Алё!	
37	М1	Да, (Славян), говори!	говори
37	М2	Слушай, ну я думаю, может, на-, к четырём он может на (Куйбышева), сто семисят восемь, где-нить приехать?	думаю, может, может, семисят, приехать
37	М1	(Куйбышева), сто семисят восемь. Дак, чё, мо-, сможет.	семисят. сможет
37	М2	А там чё за водитель-то?	
37	М1	Дак водитель. (Усмехается) 	усмехается
37	М2	Чего?	
37	М1	Дак водитель. (Максимка). Я те теле-эфоны…	
37	М2	Не.	
37	М1	…контакты скину.	скину
37	М2	Ну не тот же?	
37	М1	А й-…	
37	М2	В тот раз который ездил.	
37	М1	Не-э, не, не, этот новенький.	
37	М2	А!	
37	М1	(Куйбышева).	
37	М2	Просто это…	
37	М1	Угу.	
37	М2	…нормально всё ездиет-то? Там ничё мозги ебать не будет? 	не, будет
37	М1	А чё он будет? Не-эт, всё нормально. Сел поехал. Кто-то с ним поедет или чё?	будет. поедет
37	М2	Ты-… Н-нет, он один поедет.	н-нет, поедет
37	М1	А, один поедет? Понял. Ладно. 	поедет
37	М2	Ну я ему дам номер телефона человека, он его будет там объяснять, куда ехать. 	дам, будет, объяснять, ехать
37	М1	Всё, окей, хорошо! Ну, то есть это, мне-то ему щас свой телефон дать или чей?	
37	М2	Ну давай.	
37	М1	Всё, окей! Хорошо! Давай! К четырём часам?	
37	М2	Ну да, где-нибудь.	
37	М1	Дэ-, давай! Ладно.	
37	М2	В четыре тогда. Давай!	
37	М1	А ты зэ-, э-э, кто-то там с ним потом рассчитается, получается, да? 	рассчитается, получается
37	М2	Н-нет, здесь всё рассчитаемся. 	н-нет, рассчитаемся
37	М1	А, ты здесь рассчитаешься. Всё, давай!	рассчитаешься
37	М2	Да.	
37	М1	Понял. Давай! Угу.	
37	М2	Давай!	
38	М1	Алё!	
38	М2	Да, да!	
38	М1	Чё не отвечаешь?	не, отвечаешь
38	М2	Да, блядь, занят был, работал.	
38	М1	Угу. Блядь, тут на (Шефской) три новых, ёбаное всё.	три
38	М2	И чё? Подъехать, что ли, надо?	надо
38	М1	Ну.	
38	М2	И чё? Как закидывать?	
38	М1	У тя, у тя есть, куда закидывать?	
38	М2	Дак в кузов, ёбтыть, его стоя поставим, да и всё.	поставим
38	М1	А три сразу влезет?	три, влезет
38	М2	Три?	три
38	М1	Да.	
38	М2	Блядь, два, наверное, залезет. Третья – хуй его знает. Если тока на кубик закину.	залезет. знает. закину
38	М1	А чё ты прошёл?	
38	М2	Или в салон.	
38	М1	А вы чё, далеко?	
38	М2	Ну вот здесь, ты сработался здесь, э, в этом, на («Сима-ленде»)?	
38	М1	Да ни хуя. Там заехал, чё-то один не спит, второй, блядь.	не, спит
38	М2	А-а. Чё, на (Шефскую) подъехать?	
38	М1	Ну, давай подъезжай на (Шефскую).	давай, подъезжай
