N	S	Text	Imperative
17	М2	Мы чё-то, братан, это, приезжали, фоткали, короче, эту тачку конторские.	
17	М1	Кто, кто?	
17	М2	Контора.	
17	М1	М-м, ну, это же не контора ставила же эту машину?	
17	М2	Ну, я не знаю. Мне сказа-, позвонили, сказали, грят, вроде как это, начальник, грит, полиции или кто приезжал, фоткал.	
17	М1	Не, ну эту машину кто ставил на стоянку? Не менты же?	
17	М2	Ну. Да нет, конечно.	
17	М1	Пацаны?	
17	М2	Да. Ну, а приезжали менты, фоткали. Щас только вот недавно.	
17	М1	Не, ну-у, кто, хозяин приехал, знаешь, у нас же обязательств нету перед ментами-то (нрзб.), да?	
17	М2	Да нету никаких перед ментами. Я буду и это, я и говорю, что, ну, как, грит, ну, по какой причине менты приезжали, фотографировали эту машину – непонятно. 	
17	М1	Ладно, ну это уже, вот этот (нрзб.)	
17	М2	Непонятно.	
17	М1	Это кэ-э, это когда? Щас (нрзб.).	
17	М2	Ну вот недавно. Вот мне позвонили, грит, со стоянки это, охранник.	
17	М1	А-а. Понятно. 	
17	М2	Скока времени назад?	
17	М1	Ну. (Юр), я-я, ты мне говоришь?	
17	М2	Не, не, не. Минут пятнадцать назад, двадцать.	
17	М1	Ага. 	
17	М2	Ладно, ладно, посмотрим.	
17	М1	Ну, там е-, там уже этот, э-э, не знаю, ну, если ты, если кто отогнал туда, знаешь, если там с ним беседы не было ментов (нрзб.).	
17	М2	Да ни с кем вообще менты, ну, при чём тут менты? Мы, я вот сейчас говорю, ну, откуда они взялись там – непонятно.	
17	М1	Ну это уже, не знаю, там ребята с (Пыть-Яха), знаешь, типа они не знают, кому, знаешь, типа этот, э-э (нрзб.).	
17	М2	Ну а чё, они могли ментам позвонить?	
17	М1	А?	
17	М2	Они ментам могли позвонить, что ли, из (Пыть-Ях)?	
17	М1	Да нет, конечно, это чё (нрзб.) ментам, знаешь (нрзб.). Эти, блядь, (нрзб.). Это ж не пацаны, (нрзб.) какие-то. Нет, конечно. Да а чё, они подъехали, не знаю, (нрзб.).	
17	М2	Всё, всё. Ладно.	
17	М1	Те-, телефоны, может, там (нрзб.) слушают, я не знаю.	
17	М2	Да хуй знает. Ладно, ладно, добренько. Давай.	
17	М1	Давай. (Юр), да по большому, знаешь, типа этот, э-э, не под арестом, знаешь, типа люди машину, знаешь, поставили, люди машину забрали, да и всё.	
17	М2	Да нет, ну я ж тебе и говорю, что это…	
17	М1	(нрзб.) между нами, между нами, никакого в этом плане конфликта, может, знаешь, если чё-то, не знаю там. Да, я уже, знаешь, (Юр), уже (нрзб.) к посёлку уже подъезжаю. Это (нрзб.) наберу тя.	
17	М2	Давай, давай, увидимся, давай, давай.	
17	М1	Давай. Всё, наберу тебя.	
18	М1	Да, да, да!	
18	М2	А можем увидеться?	
18	М1	Блин, ну, сёдня, сёдня, наверное, нет. Чё, э, завтра подходи, чё.	2: подходи
18	М2	У нас там ничё, никаких проблем? Всё нормально?	
18	М1	А чё, а какие проблемы-то?	
18	М2	Ну, не знаю. Никто не жалится на нас? Всё хорошо?	
18	М1	Ну, всё нормально пока.	
18	М2	Самоизоляцию не нарушаем?	
18	М1	Ну, это самое главное щас, в настоящем [мире]. Коронавирус. Надо соблюдать.	
18	М2	Да не, просто говорят, чё-то вы там были у нас на стоянке. Чё-то, чё-то интерес какой-то. 	
18	М1	Да веришь, нет, за полтора года, блядь, на хуй, хоть первый раз, блядь, побывал, блядь, ну, знаю, что штрафстоянка, менты там ставят наши, я имею в виду, вот которые в ДэТэПэ попадают машины. Я да-…	
18	М2	Ну, ну, ну, ну.	
18	М1	А я даже ни разу там не был, блядь, на хуй. Зашёл, блядь, на хуй, мимо ехал, думаю, надо заехать, посмотреть хоть, чё за штрафстоянка, блядь. 	
18	М2	Ясно. Кумом просто моего с-, ну, крум, кум же у меня там заведует просто (нрзб.).	
18	М1	А-а, вон чё. Ну, ну, ну.	
18	М2	Думаю, чё милиция, я грю, да щас узнаем у ме-, ну, мы нигде вроде.	
18	М1	Да милиции, милиции нету уже, блядь, давно уже полиция, блядь, на хуй.	
18	М2	Ну, полиция, ну, функции-то одни и те же. Я грю, вроде мы в косяках никаких не замечены последнее время.	
18	М1	Угу.	
18	М2	Пожаров у нас нету вроде, слава богу.	
18	М1	Не-э, просто п-…	
18	М2	С наркотиками боремся.	
18	М1	Просто зашёл, да и всё, блядь. Пообщались с охранником, блядь, на хуй. Как там, чё, да и всё.	
18	М2	Всё, всё, добренько. Ладно.	
18	М1	Угу. Давай, давай.	
18	М2	Всего доброго. Ага.	
18	М1	Угу.	
19	М1	Алло, (Юр)!	
19	М2	Ау.	
19	М1	Ну щас я разговаривал, у меня э-, этим занимается мой этот, как это, мой близкий по этим вопросам, на. Он разговаривал целый час с-с, с этим, кто там, с (Уренгоя) кто звонил.	
19	М2	Ага.	
19	М1	Он ему сказал, короче, вопросы не решены. Во-первых, там заявление. Ну, тот мужик, который хозяин этой машины, он, короче говоря-а, сам лично ничё не напишет, то есть те, видать, чё-то хотят типа того. Э-э, он грит, я грит, ему сказал, грит, пишите, вопросов нету. Кто у вас машину (нрзб.), зачем забрали. То есть вы в курсе, что вы должны денег, бля? Вот в этом плане, короче говоря. Они такие, хорошо, ну, в таком духе. Так что это…	
19	М2	А кто, кто? Кто денег должны?	
19	М1	Э-э, ты же этих же, посадил на этот, когда помнишь, двух этих?	
19	М2	Ну.	
19	М1	Вот. Мы, когда разговаривали, ты ж сказал, нам эти двое нужны как. Он же этих двоих нам не отдал также. Адреса-то не отдал нам этих людей, которых. (нрзб.) по двести тыщ которого загрузили.	
19	М2	Ну, понятно. Он не показал, ну.	
19	М1	Да, он не показал. Он просто потерялся, короче. С дома не выхож-, не выходил, там родители всё, он не выходить не будет. Мы ему сказали, короче, чтобы это, людей адреса, потому что людям должны.	
19	М2	Ну, понял, потому что мы с вами разговаривали по этому поводу. 	
19	М1	Да, да, да, да, да. То есть мы вам адреса даём, где они, что, он нам так и не дал, короче. Того не знаю, этого не знаю. В общем, мы ему так сказали, ищите машину где хотите (нрзб.) хозяин напишет типа в розы-, в розыск ищите, да. Без проблем, потому что пока вы, грит, человеку не отдадите, долж-, должны денег, которых вы. Ну, объяснили им всё.	4: ищите.
19	М2	Ну, главное, чтоб они…	
19	М1	За что они забрали. 	
19	М2	…сюда её искать не приехали.	
19	М1	Не-э, не, не, нет. Чё они приедут, бля, ну, приедут, приедут. Тот же хозяин приедет, и скажешь, блин, слышь, тогда у тя забирал, не забирал. Ну и всё, отдыхай это. Он и не приедет, это уже на понты типа берут. (нрзб.) Ну, разбе-, на контроле, (Юр), это разберёмся, посмотрим, чё там.	4: отдыхай.
19	М2	Всё, давай. Хорошо.	
19	М1	Угу. Всё, давай тогда. 	
20	М2	Алё! Алё!	
20	М1	Да, да, да, алё! Это самое, там, ты слышал же недавно, чё мы с молдаваном там поймали? В том же повороте.	
20	М2	Ну и чё?	
20	М1	Когда (Вовка) был, вот. Вчера ночью мне чехи-ребята тянут, а, а тот же тип, который восемь дней назад был, вот который должны были за (Нивой). Во-от, он этот, он опять поп-, он опять там же и ржёт мне в лицо стоит. Я грю, опять ты, сучка, попался, и он угорает. Ну и-и так чуть-чуть, ничё, нормально взбодрили. И всё, щас я с (Андрюхой) созваниваюсь с, с этим, с-с нашим местным. Я так понимаю, мной интересуется он. Они там чё-то…	
20	М2	Кто интересуется? 	
20	М1	Вот этот терпила, молодой который. Он второй раз вчера приехал, попался, который восемь дней назад был. Он с ними вместе.	
20	М2	А откуда он приехал?	
20	М1	Он, он с (Пыть-Яха). Он с ними вместе катался по (Пойково), мне позвонили ребята, это сказали в глаза. Вот. Я позвонил ему сам, (Андрюхе), грю, чё там, в смысле, я слышал, мной интересуетесь?	
20	М2	Какой (Андрюха)?	
20	М1	Он г-, наш, наш. Да, то-, да, тот самый.	
20	М2	Ну.	
20	М1	Вот. Я грю, чё, мной интересуетесь, я слышал? Он, н-ну да, так-то, грю, а чё не звоните? Ну, пока там чё-то это. Пока типа, ну, пока ещё время не, типа, дошло. Ну, видимо, они собирают всю хуйню, понял? Может, как-то [на старте] можно этот перехватить? Я щас не успею, он мне просто грит, давай езжай сюда быстрее. Я грю, подожди. Я, ну, я ещё не увиделся, я жду встречи стою. Чё делать, бросать, ехать?	8: давай, езжай. 9: подожди.
20	М2	Т-, а этот, этот чех написал, ты имеешь в виду?	
20	М1	Не чех. Без тебя мы с молдова-…	
20	М2	А к-…	
20	М1	Да русский.	
20	М2	Пойковский?	
20	М1	Нет, пыть-яховский. Как-то одной ночью, не так давно на днях, мы с молдаваном, там молдаван был, (Ванька).	
20	М2	А, вы у него чё-нибудь взяли?	
20	М1	Нет.	
20	М2	Да это хуйня всё. Щас я узнаю у (Андрюхи).	
20	М1	Нет ничё, я сразу грю, у него нет, ничё не забирал.	
20	М2	Да я щас узнаю, (нрзб.).	
20	М1	А вчера, вчера попался старик, вчера один молодой человек забрал у него телефон, я ему сказал, дочь, а он с дочерью с евошней на связи уже на пе-, на переписке. Я ему грю, телефон, скажи, что человек забыл, и верните. Он так и сделал, он полете-, должен полететь в (Пыть-Ях) и отдать дочери телефон. А там типа старик, как я, на сколько я знаю, тоже сидит у этих, или тока приехал от них. Оба пыть-яховские.	
20	М2	Щас я узнаю.	
21	М1	Да, (Юрань)!	
21	М2	А на хуй телефон-то забирали? Кто его забрал ваще?	
21	М1	Да я щас уже всё, всь-, уже вернут щас, на хуй, блядь. Я, я не знал об этом. Я об этом не знал.	
21	М2	А кто забрал-то?	
21	М1	Пацаны, чай, молодые, которые были.	
21	М2	А?	
21	М1	Молодые, которые были, которые (нрзб.) что мо-, что мож-, что можно грабить.	
21	М2	А на хуй они забрали?! Чё они, ебанулись там на хуй или чё?!	
21	М1	Я уже орал на них.	
21	М2	Черти, блядь, ебаные, сука.	
21	М1	Они грят, вы ж, ну, типа спр-, сказали же можно типа забирать всё типа, туда-сюда. 	
21	М2	Так ебать, ну, телефон, (Серый), ну, блядь, в своём уме.	
21	М1	Да я, я брезгаю этим, (Юр). Мь-, мне это противно. Я не делаю этих вещей. 	
21	М2	Давай, короче. 	
21	М1	Щас всё вернут, они там в целости, сохранности. Никуда ничё не ушло. Э, спрашивают, куда, в (Пыть-Ях) везти или куда, куда, куда девать? Я грю, сидите на жопе, на хуй, ждите, позвоню. Скаже-, скажете куда, куда завести, я завезу, ну, завезут. Отдадут.	4: сидите, ждите.
21	М2	Давай, короче.	
21	М1	Давай.	
22	М2	Алё!	
22	М1	Да, (Юр)!	
22	М2	Пусть они поедут и-и на то место, там скинут, на хуй, эту хуйню.	1: пусть, поедут, скинут
22	М1	Да, да, да, я, я понял, а там ещё этот, э-э, немножк-, немножко мелочи было. Я тоже щас это узнал. Они (нрзб.)	
22	М2	Да и хуй на них, на эту мелочь. Тэшку пусть там скинут на дороге где-нибудь, чтобы её можно было сразу найти, короче. 	2: пусть, скинут
22	М1	(нрзб.) Я понял, щас сделают. Прям щас сделают.	
22	М2	И пусть, да, и после этого пускай сюда подъедут, э, к отделу, короче. Мне позвонят.	1: пускай, подъедут.  2: позвонят
22	М1	Я понял, услышал. Хорошо!	
22	М2	Давай. Щас я тут ре-…	
23	М1	Да, (Юр)!	
23	М2	Это вот которая (Абдурагим), не (Абдурагим)?	
23	М1	Не-эт.	
23	М2	Другие?	
23	М1	Да. Вообще левые пассажиры. (Ванька), я, молдаван был. (Низам), вроде если не ош-, не ошибаюсь, молдаван точно, да. (Низам), да, тоже был. Восемь дней назад. Я его ещё вчера спрашивал, сколько прошло.	
23	М2	Да понятно, я…	
23	М1	Он ещё первый вопрос не решил, козлина.	
23	М2	Кто?	
23	М1	Вот этот хуеплёт. Он ещё не решил первый вопрос. И вот восемь дней прошло, опять приехал, только с типом уже, с другим. Приезжал с другим в тот раз. Свеженькое ебло такое. Я вот тока с больницы, а ебло ваще свежее. И стоит, ржёт мне в лицо. Я грю, ты чё, сучка, второй раз ты здесь, и он стоит, ржёт мне в ли-, в лицо. Гондон.	
23	М2	Ты сказал?	
23	М1	Конечно, да, да, да. Да. Щас полетели туда, кинет и туда к тебе.	
23	М2	Всё, аккуратно там пусть где-нибудь там на дороге положит, чтобы он, сразу нашли чтобы.	1: пусть, положит
23	М1	Я так и ска-, объяснил и сказал, положишь сразу вот туда.	
23	М2	Всё, сюда подъедут, позвонят, щас всё решим.	
23	М1	Да там он один, я так понял, этот. Это (Валид).	
23	М2	А?	
23	М1	Я т-, он один подъедет, ну, это (Валид).	
23	М2	А, (Валид) это? Щас всё решим.	
23	М1	Бля, ну ты (нрзб.)	
23	М2	На хуй, блядь, сука, эти телефоны? Чё за долбоебизм!	
23	М1	Я не зна-, да я ему объяснил (нрзб.) я не знаю, вот это у них такая тема. Вот у (Ислама), вот у них такая херня. Грязная какая-то хуйня. Я бы, я бы, я бы, ну, брезгую такую, хуй знает. Вещи там, ещё че-то. К-, какой бы он, на хуй, там навороченный не был.	
23	М2	Да это палево.	
23	М1	Блядь, пиздец, я заебался его ждать, (Юр), честное слово. Я уже, блядь, у (Абдурагима) сёдня день рождения, я с (Абдурагимом) побыл час. Он там с малым делает уроки.	
23	М2	Кого ты заебал, скажи?	1: скажи
23	М1	Старого. Я только…	
23	М2	Ты сделал чё, чё надо было?	
23	М1	Всь-, я всь-, я, я по наш, наш вопрос [я тебе] сделал. Я жду его, у меня уже и тот пингвин на связи, уже ждёт. А другим уже полгорода звонят (нрзб.), бля, братан… 	
23	М2	Набери, если занят, едь в (Пойково) или сам езжай решай, блядь, ебать. Ну, едь в (Пойково).	1: набери, едь, езжай, решай.  2: едь
23	М1	Да, и тут понятно, чё за... (Смеётся) Едь в (Пойково). 	2: едь
23	М2	Ну чё, так-то тут, ну, тебе надо будет сюда тоже заехать, в контору.	
23	М1	Зачем?	
23	М2	Делюга на тебя, чё.	
23	М1	Да ну на хуй!	
23	М2	С района же бумаги прислали. Они в (Пыть-Яхе) написали.	
23	М1	Да ну на хуй.	
23	М2	Через (Пыть-Ях), пыть-яховские менты через (Юганск), через е-, через район передали сюда вот.	
23	М1	А чё за меня вообще есть? А на меня ч-, что есть? Что за меня знают вообще?	
23	М2	Так и говорят, какой-то (Кислый).	
23	М1	Серьёзно?	
23	М2	Ну, они в показаниях грят, какой-то (Кислый). Ну, там из общения между собой мы поняли, что какой-то (Кислый), короче.	
23	М1	Да ну, на хуй, тока вот суд был, ёбаный в рот.	
23	М2	Он там бил, грабил, там, ебать, сто шисят вторая.	
23	М1	Да ну, на хуй.	
23	М2	Третья с побоями.	
23	М1	Да ты прекращай, ты щас, ты щас жути гонишь или реально?	1: прекращай
23	М2	Ну, гоню, а чё?	
23	М1	А зачем?	
23	М2	Ну, так просто, чтоб на бодряке, на бодряке чтоб ты был.	
23	М1	Ну, у меня воспоминания вообще хуёвые (нрзб.) я и так на жёстком бодряке, даже [перебор]. Мне, наоборот, [остановиться] надо. Серьёзно? Алё!	
23	М2	Да ясно (нрзб.) просто это…	
23	М1	(нрзб.)	
23	М2	Позвони-ка (Валиду), скажи, пусть аккуратно там он едет. Они, по-моему, поехали осматривать место происшествия.	1: позвони-ка, скажи. 
23	М1	Давай, давай, давай, щас, щас.	
24	М2	Алё!	
24	М1	Алё! Ты это, подойти (Серёга) сказал.	
24	М2	А, (Валид), здорово! А, вот ты идёшь, да?	
24	М1	Ну.	
24	М2	Вижу я тя.	
24	М1	Да.	
24	М2	Щас я выйду к те. Посиди вон на лавочке. Вот ты идёшь, которые лавочки.	2: посиди. 
24	М1	Угу.	
24	М2	Там посиди, щас, ну, дождись меня. Я выйду за тобой.	1: посиди, дождись. 
24	М1	Хорошо.	
24	М2	Щас этих привезут гусей. Всё решим.	
24	М1	Угу. Хорошо.	
25	М2	(Говорит в сторону) Этого гондона второй раз уже тут поймали, второй раз. Первый раз наебнули козла, понимаешь? Он второй раз приехал, пацаны выходят, он стоит (нрзб.). И чё с ним делать? Вот ты просто давай, отбросим работу…	
25	М1	Алё!	
25	М2	…давай отбросим всё, чтоб просто как пацан с пацаном. Ты бы как поступил? Да так же ебали, еблище расколотил. (Обращается к диктору «М1») Алё!	1: давай, отбросим.
25	М1	Да, (Юр)!	
25	М2	Один телефон или два было?	
25	М1	М-м, вроде бы пацаны два привезли.	
25	М2	А, там всё, оба?	
25	М1	Да. Ты ж сказал, туда отвезти, всё там, всё там…	
25	М2	Всё, оба там?	
25	М1	… давно, давно уже. Конечно. Да.	
25	М2	Всё, давай. Всё.	
25	М1	А о-…	
26	М1	(Говорит в сторону) Чуть-чуть дороже, но два.	
26	М2	Слышь!	
26	М1	(Обращается к диктору «М2») Да, (Юр)! Ой.	
26	М2	А он чё, на свою карту бабки выводил, что ли, оттуда?	
26	М1	Блядь, я не знаю, как они забрали. Он мне потом дозванивает, когда за трубки с тобой разговаривал. И он мне грит, блядь, (Серёга), там типа (Малой) типа этот, а-а, деньги у него взял. Как, чё, не объяснял. (нрзб.).	
26	М2	Они вывели, на хуй, блядь, со счёта, блядь, да на свою карту перевели. Четыре тыщи, на хуй. Это уголовное дело, блядь. Вон юганские тут опера приехали, на хуй, ебать, целая банда, блядь, сука. Вы чё, блядь, охуели там или чё?	
26	М1	Я это ваще не знал этого, ёбаный в рот. Это было ваще без меня.	
26	М2	За четыре рубля ебучих. Всё щас можно решить, всё можно решить, но они сидят и говорят, ты понимаешь, что в (Пыть-Яхе) зарегистрирована, в (Юганск) передали, блядь, ёбана в рот, он, блядь, тупорылая мразь, грит, ёбаный в рот. Мусор сам говорит, они мне на хуй не нужны. Ну, тупая мразь, говорит, сука. Со счёта с этого, блядь, на свою, на свою карту вывел четыре с половиной рубля.	
26	М1	Да ну, на хуй. Долбоё-об! Просто долбоёб!	
26	М2	У них есть, всё у них есть, данные, не данные. По крайней мере, вот эти. Ну, блядь, это, ну, ты представляешь.	
26	М1	Долба-, я за телефоны, (Юр), даже не знал, я не грь-, при мне, когда происходят подобные вещи, я говорю, не трогай, на хуй.	1: не, трогай
26	М2	Представляешь, ёбаный в рот!	
26	М1	Ёбаный. 	
26	М2	Кто там ещё были, ну, они щас, ну, там, блядь, ебать, там, я так понимаю (нрзб.).	
26	М1	Вот, (Валид) и пиздюки. Ну, там пр-, прям ваще ещё пиздюки должны быть. (Валиду) самому двадцать один.	
26	М2	А чё за пиздюки?	
26	М1	Вот, с ним что были, маленькие нерусские лазают. Они ваще пиздюки.	
26	М2	Несовершеннолетние?	
26	М1	По-любому, я думаю, да.	
26	М2	Ваще жесть! (Кислый), я те грю, это жесть!	
26	М1	Он просто такой, он просто такой, он просто такой, скажи мне, он, блядь, у него, блядь, с котелком не очень. Как бы он там, блядь, хуйни наговорил щас за себя.	1: скажи.
26	М2	(Валид)?	
26	М1	Ну.	
26	М2	Да вон он сидит, блядь. Его пока никто не трогает, он сидит на улице. Я ему сказал, посиди пока, на хуй. Они хотят ваще всех собирать. Те там заявляются, шесть человек было.	3: посиди.
26	М1	Ёбаный в рот.	
26	М2	Пиздец просто, (Серый), блядь, ёбана в рот! Просто пиздец. (Валиды)-хуялиды, блядь, я тебе уже говорил как-то по поводу и (Валида) тоже, блядь, и так далее. Что, сука, ёбаный в рот, блядь, хуйнёй ты занимаешься, (Серёжа). Сам ты где?	
26	М1	Мне вообще (Иса) позвонил, чтоб ты понимал.	
26	М2	Ты сам где ваще?	
26	М1	(нрзб.) Я здесь стою, вот возле дома старого. Жду, эти терпилы, э, со мной уже. Жду, чисто чтоб он вышел, вот. Поехали решать. Заебался уже ждать.	
26	М2	Ебаный рот, блядь.	
26	М1	Я уже часа три, на хуй, в (Пыть-Яхе), ёбаный в рот.	
26	М2	Давай там закругляйся быстрее, на хуй, топи сюда.	1: давай, закругляйся, топи
26	М1	Давай.	
27	М1	Алё!	
27	М2	Братан, ты где?	
27	М1	Да пиздец. На (Иртыше), блядь. Плыву, блядь.	
27	М2	Ну, так-то, блядь, делюга там у вас.	
27	М1	Чё?	
27	М2	Делюга, чё.	
27	М1	Ну, говори, чё, я нь-, ну, не понимаю.	1: говори
27	М2	Сто шисят первая, сто писят восьмая, ёбаный в рот, блядь. Вот вы там, блядь, кого там хлопнули с (Кислым), блядь, пыть-яховских, который там улыбался, пидор.	
27	М1	Ну.	
27	М2	Заява, чё. Телефоны забрали и с одного, блядь, с телефонов, со (Сбера) там четыре тыщи перевели на свою карту.	
27	М1	А это кто сделал?	
27	М2	Пиздюк Валидовский, блядь, (Малой).	
27	М1	Охуеть.	
27	М2	Всё, они в (Пыть-Яхе) пишут заяву, с (Пыть-Яха) на район вон приехало две машины ам-, оперов, ёбаный в рот.	
27	М1	И чё, никого не приняли или приняли?	
27	М2	Я ездил туда. (Валид) щас там, короче.	
27	М1	И?	
27	М2	(Валид) грузится, короче. Ну, там делаем всё, ну, вам надо будет появиться. Кто на (Форде) был на белом?	
27	М1	(Форд) берый, белый?	
27	М2	Да.	
27	М1	Бля, я не знаю.	
27	М2	Ну, они указывают, что (Форд) белый, короче, блядь. (Говорит в сторону) (Буся), блядь. (Обращается к диктору «М1») И твоя (Приора), на хуй, ёбаный в рот.	
27	М1	На моей (Приоре) (Ваня) был.	
27	М2	Ну, там вам просто надо. Вам, и да, там они указывают, что, вам просто надо будет появиться и дать показания, что вы, там рядом водоём, стояли и мыли машины.	
27	М1	Угу. Угу.	
27	М2	(Валид) там тоже находился. Просто стояли, мыли машины, короче, блядь. И (Валид) подошёл к ним, к этим с-, э-э, солевикам, короче, блядь, с ними там разговаривал, блядь, ёбаный. Что вы это видели, что никто никого там не трогал, никто ни у кого ничё не забирал. Взял телефон, в сторону откинул, чтобы, блядь, больше этих локаций не было, блядь, и всё, на хуй. Вам надо будет просто подтвердить, чтобы, ну, бодаемся за (Валида). Я порешал там с ними всё. Ну, ситуация – пиздец просто! 	
27	М1	Жесть. А эти в курсе? Кто там, (Ваня), блядь, да, блядь, (Кислый)? (нрзб.)	
27	М2	(Ваня) не в курсе, никого не набирал. Я тока вот с ментовки. (Кислый), конечно, в курсе.	
27	М1	Угу.	
27	М2	Мне (Кислый) набрал. (Кислый) сам в (Пыть-Яхе), блядь.	
27	М1	Блядь. Ну, [(Тихий)] блядь, слышь, (нрзб.), блядь, морщит, блядь.	
27	М2	Я вот, я вот полдня там просидел [в легавке.]	
27	М1	Они же там, блядь, чё-то (Ваня) с ними на связи был. Там тачка не тачка, типа чё делать, я грю, да ну, смотрите, грю, сами, чё вы будете делать с этой тачкой. Мне, грю, ваще по хуй.	2: смотрите.
27	М2	Какая тачка, там тачки не было. С таксистом они приезжали. Вот он, этот таксист, тоже здесь щас. Эти терпилы оба тут. С таксёром они приезжали.	
27	М1	Какую-то (Ниву) они там без номеров, блядь (нрзб.), пятнашку, блядь, там.	
27	М2	Да нет, это другая тема.	
27	М1	Там же их двое было. И те, и те там какую-то машину, бля, ну, ладно, хуй с ними. Давай щас я (нрзб.) наберу. А ты где?	3: давай, наберу. 
27	М2	Тут без машины. Вот такая хуйня, ёбана. Дома я уже. Полдня там просидел.	
27	М1	Блядь.	
27	М2	С ровного места за четыре пятьсот, на хуй, ёбана, делюга голимая, на хуй.	
27	М1	Блядь, дак а на хуя он так сделал-то, блядь?	
27	М2	Ну, ебанутый потому что, чё. 	
27	М1	(нрзб.)	
27	М2	Ебанутый, блядь, ебанутый первый (Кислый), на хуй. Пооставлял там этих чучмеков ебанутых, на хуй, ёбана в рот, сука, блядь. Там чучмеки, чё, ё-моё, этот чучмек, блядь, ебать, щас его в тюрьму сажают, он грит, а чё, мне на работу тоже сообщат?	
27	М1	Жесть. Ладно, давай. Щас я (Ване) наберу, блядь.	
27	М2	Давай.	
28	М1	Алё!	
28	М2	(Хамид)!	
28	М1	А.	
28	М2	(Малого) заберёшь, до меня доедь, ладно?	1: доедь
28	М1	Доеду, доеду.	
28	М2	Ну, объясню я те, всё, как дальше там надо делать.	
28	М1	А, бля, ну, он когда он там щас выйдет, бля? 	
28	М2	Щас…	
28	М1	Он мне щас звонил, у него один процент, там он грит, чё-то писать, грит, всё равно, грит, суд будет. Мне говорит, (Хамид), грит, всё равно суд будет, говорит. Я грю, я не знаю, грю, (Валид), грю. Меня не пускают туда, я бы сам бы тиранул бы с этим. Не знаю я. Может, просто говорит так.	
28	М2	Доедете до меня, я те всё объясню. Дое-, или подымись, скажи, к (Андрюхе), скажи, что к (Андрюхе), подымись, там (Андрюха), короче, будет. Там (Андрюха) с (Валерой) – наши опера, там всё нормально. Юганские, кто там щас, вот его опрос делает, (Саня). Я его тоже знаю заебись, я с ними всё договорился. Они щас выведут, на хуй, ёбана в рот, выведут, чтобы там всё, что не надо, они в-, было по минимуму.	2: подымись, скажи, скажи, подымись.
28	М1	Ну, тогда я его лучше дождусь щас.	
28	М2	Да.	
28	М1	(Валида).	
28	М2	Сто шисят первую, первую они оставят и за примирением сторон выведут. Даже если будет суд, никто никуда сообщать не будет. Они выведут на примирение сторон. Судимости не будет. Понял ты меня?	
28	М1	Хорошо, хорошо. Давай.	
28	М2	Потому что он переживал за работу, короче, блядь, ни-, там, ну, не отразится это на его работе.	
28	М1	Всё, всё, всё. Понял, (Юр). Давай.	
28	М2	Давай.	
28	М1	Созвонимся. Давай.	
29	М1	Алё!	
29	М2	Алё! А чё это, (Хамид), не выпустили ещё, что ли?	
29	М1	Да! Выпустили, вот щас вот этот, я не знаю. Он, (нрзб.) тоже подъехал сюда. Вот какой-то (Олег). Я не знаю их этих, короче. Это (Олег) какой-то вышел местный. Который с (Андреем) вот который.	
29	М2	Ну.	
29	М1	Не знаю, он там ваще там за грабёж чё-то речь, грит, предусматривается.	
29	М2	Всё правильно, всё правильно. Грабёж, сто шисят первая, первая часть там будет, первая. 	
29	М1	(нрзб.).	
29	М2	Её можно, послушай, её можно сделать, ну, на примирение. Это лёгкая статья. Блядь, вот этот перевод денег ебучий, понимаешь, это сто писят восьмая, третья часть, она тяжёлая.	1: послушай.
29	М1	Ну вот щас вот этот вот вышел ко мне какой-то. Ага.	
29	М2	Её, её убирают, на хуй, понимаешь? Её убирают, но им вариантов нету, ты понимаешь? Ну, это с (Пыть-Яха) дело пришло в (Юганск). Им по-любому надо чё-то делать.	
29	М1	Так а вот щас один опер вышел…	
29	М2	У них нет вариантов.	
29	М1	… ко мне юганский, один вышел, мне говорит, там этот, я говорю, вот я его брат, он вышел, там чё-то там, зарядку, я не знаю. Он, он вышел вообще, сказал, есть у кого-нить на карте бабки там, если чё, закинуть? Он щас вот этой карточкой, грит, вопрос реш[ит].	
29	М2	Четыре с половиной вот эти надо быстро, у-, ну, блядь, вернуть этому пидорасу. 	
29	М1	Так вот, так вот он, вот он сейчас, вот он мне вышел, грит, я те щас наберу, грит, пятнадцать минут, грит, куда, грит, закинуть, грит. 	
29	М2	Угу.	
29	М1	Вот я грю, у меня есть, грю, на карте бабки, грю. Давай, ну, грит, давай, грит, закинь, то есть мы, мы карточку вопрос уберём. (нрзб.)	2: давай, закинь
29	М2	Да, да, да. Нет, нет, нет, нет. Нет, надо, знаешь, как сде-, знаешь, как надо сделать, чтоб вот с той же карточки от (Малого), вот (Малой), на которую карту переводил, чтоб с этой карточки пришло обратно туда, на тот номер. Понял ты меня?	
29	М1	Угу.	
29	М2	Понимаешь, вот так надо сделать, чтобы убрать эту ёбаную сто писят восьмую.	
29	М1	Понял, понял.	
29	М2	Это третья часть, братан. Там не сорвёшься, понимаешь? Это, это же не тут заявление, это не тут заявле-, (Прерывистое звучание).	
29	М1	Ну, [вот тут щас за] телефоны, блядь. 	
29	М2	Понимаешь, этот пидор пришёл, написал заявление. Написал заявление, они его опросили и отправили в район.	
29	М1	Угу.	
29	М2	Но так как совершено всё в (Пойково), и вот районники приехали сюда. Ты видишь, сколько их приехало? 	
29	М1	(нрзб.)	
